ID,area_type,availability,location,size,total_sqft,bath,balcony,price,total_sqft_category,dist_from_city,avg_2bhk_rent,dist_from_city_cat
6581,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1272,2,0.0,40.72,5,17.2,15867.0,5
6582,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000,2,1.0,61.0,4,11.0,15465.0,4
6583,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820,3,2.0,85.4,5,30.9,17414.0,7
6584,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1.0,41.0,5,38.4,17414.0,7
6585,Plot  Area,18-May,TC Palaya,3 BHK,1500,3,0.0,83.0,5,12.2,15465.0,4
6586,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 RK,360,1,0.0,16.9,3,20.3,11184.0,6
6587,Super built-up  Area,Ready To Move,Kadugodi,1 BHK,925,1,0.0,40.7,4,18.7,12250.0,5
6588,Super built-up  Area,21-Dec,Electronic City,2 BHK,1140,2,1.0,70.93,5,18.1,15867.0,5
6589,Super built-up  Area,18-Oct,Chennammana Kere,2 BHK,1145,2,2.0,58.4,5,9.7,15465.0,4
6590,Super built-up  Area,Ready To Move,RMV Extension Stage 2,3 BHK,1862,3,3.0,120.0,5,15.179954252443338,15867.0,5
6591,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,947,2,2.0,43.0,4,12.0,15465.0,4
6592,Built-up  Area,Ready To Move,Langford Town,4 BHK,7502,4,2.0,211.0,6,3.3,24842.0,2
6593,Plot  Area,Ready To Move,Chandra Layout,3 BHK,700,3,2.0,195.0,4,12.3,15465.0,4
6594,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1120,2,2.0,40.0,5,13.5,15867.0,5
6595,Built-up  Area,Ready To Move,Sadanand Nagar,3 BHK,2700,3,3.0,200.0,5,15.179954252443338,15867.0,5
6596,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1805,2,2.0,75.0,5,8.9,1756.0,4
6597,Super built-up  Area,Ready To Move,Basavangudi,2 BHK,1100,2,3.0,93.0,5,7.1,17994.0,3
6598,Plot  Area,Ready To Move,Bommenahalli,4 BHK,1355,3,0.0,135.0,5,9.6,15465.0,4
6599,Built-up  Area,18-Dec,"Whietfield, ",3 BHK,1677,3,2.0,98.0,5,15.179954252443338,15867.0,5
6600,Built-up  Area,Ready To Move,Hosapalya,8 BHK,2500,8,3.0,95.0,5,15.179954252443338,15867.0,5
6601,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1560,3,3.0,74.0,5,12.9,19750.0,4
6602,Super built-up  Area,Ready To Move,Arekere,3 BHK,2060,3,2.0,150.0,5,11.6,15465.0,4
6603,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1716,2,0.0,115.0,5,8.3,2117.0,4
6604,Super built-up  Area,Ready To Move,Harlur,3 BHK,1864,3,1.0,140.0,5,16.1,22500.0,5
6605,Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,638,1,1.0,32.0,4,20.3,11184.0,6
6606,Plot  Area,Ready To Move,Sidedahalli,9 BHK,1200,7,3.0,95.0,5,19.7,15867.0,5
6607,Super built-up  Area,Ready To Move,Kodigehalli,8 BHK,1150,9,3.0,170.0,5,15.8,17000.0,5
6608,Super built-up  Area,18-Dec,Chandapura,2 BHK,937,2,1.0,30.0,4,24.0,11714.0,6
6609,Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,1490,2,1.0,115.0,5,10.0,15465.0,4
6610,Super built-up  Area,Ready To Move,Frazer Town,4 BHK,4856,5,3.0,410.0,5,4.0,22500.0,2
6611,Plot  Area,Ready To Move,Whitefield,4 BHK,4003,6,1.0,525.0,5,17.3,14981.0,5
6612,Super built-up  Area,17-May,Whitefield,2 BHK,1100,2,1.0,37.0,5,17.3,14981.0,5
6613,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1000,2,2.0,48.53,4,15.0,15867.0,5
6614,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1060,2,1.0,37.0,5,12.2,15465.0,4
6615,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1047,2,1.0,91.0,5,17.4,15867.0,5
6616,Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,1200,2,2.0,80.0,5,10.9,15465.0,4
6617,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1420,2,2.0,75.0,5,13.8,15867.0,5
6618,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1539,3,2.0,85.0,5,17.2,15867.0,5
6619,Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1550,3,1.0,59.0,5,15.8,15867.0,5
6620,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1555,3,3.0,82.0,5,15.0,15867.0,5
6621,Plot  Area,Ready To Move,BTM Layout 1stage 9th Main,7 BHK,600,6,2.0,138.0,4,15.179954252443338,15867.0,5
6622,Super built-up  Area,Ready To Move,Seegehalli,3 BHK,1553,3,3.0,68.0,5,13.9,15867.0,5
6623,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,920,2,2.0,26.0,4,19.3,11500.0,5
6624,Super built-up  Area,Ready To Move,Jeevan bima nagar,3 BHK,1740,3,3.0,120.0,5,6.9,17994.0,3
6625,Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,1855,3,2.0,145.0,5,7.7,17994.0,3
6626,Super built-up  Area,18-Mar,Kundalahalli,3 BHK,1724,3,1.0,146.0,5,17.4,15867.0,5
6627,Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,1020,2,2.0,60.0,5,10.1,15465.0,4
6628,Plot  Area,Ready To Move,Banaswadi,6 BHK,1000,4,2.0,150.0,4,7.8,21580.0,3
6629,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1250,2,1.0,50.0,5,12.9,19750.0,4
6630,Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,1450,3,2.0,75.0,5,10.6,15465.0,4
6631,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,1200,2,2.0,80.0,5,13.5,15867.0,5
6632,Built-up  Area,Ready To Move,Haralur Road,2 BHK,1140,2,2.0,58.0,5,14.9,15867.0,5
6633,Plot  Area,Ready To Move,Hoskote,5 BHK,900,5,2.0,110.0,4,24.7,16000.0,6
6634,Super built-up  Area,Ready To Move,Basava Nagar,1 BHK,550,1,1.0,16.0,4,15.179954252443338,15867.0,5
6635,Super built-up  Area,17-Oct,Bannerghatta Road,3 BHK,1450,3,1.0,44.0,5,18.8,15867.0,5
6637,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2,1.0,35.07,4,26.5,11184.0,6
6638,Plot  Area,18-Jul,Whitefield,3 BHK,1200,3,1.0,56.0,5,17.3,14981.0,5
6639,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1050,2,1.0,45.0,5,20.8,8500.0,6
6640,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1600,3,3.0,69.0,5,12.0,15465.0,4
6641,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1625,2,3.0,75.0,5,18.8,15867.0,5
6642,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1492,2,2.0,65.0,5,26.9,16500.0,6
6643,Super built-up  Area,18-Dec,Whitefield,4 BHK,2856,5,0.0,157.5,5,17.3,14981.0,5
6644,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1489,2,3.0,82.0,5,17.2,15867.0,5
6645,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1560,2,2.0,62.38,5,47.7,22000.0,7
6646,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1140,2,2.0,42.0,5,14.9,15867.0,5
6647,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,1431,3,2.0,65.0,5,21.4,11184.0,6
6648,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1682,3,1.0,114.0,5,21.4,11184.0,6
6649,Super built-up  Area,18-Feb,Panathur,2 BHK,1198,2,1.0,86.26,5,14.2,16000.0,5
6650,Plot  Area,18-May,Outer Ring Road East,3 BHK,3664,3,2.0,325.0,5,9.8,15465.0,4
6651,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1550,2,2.0,69.75,5,17.2,15867.0,5
6652,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1026,2,1.0,45.0,5,11.3,15465.0,4
6653,Built-up  Area,Ready To Move,Hennur,3 BHK,1260,2,2.0,52.0,5,10.0,17529.0,4
6654,Plot  Area,Ready To Move,Singanayakanahalli,2 BHK,690,2,0.0,42.0,4,15.179954252443338,15867.0,5
6655,Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,539,1,1.0,45.0,4,17.2,15867.0,5
6656,Built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,1200,4,1.0,85.0,5,9.8,15465.0,4
6657,Built-up  Area,Ready To Move,Attibele,3 BHK,2400,3,3.0,120.0,5,31.8,7500.0,7
6658,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,1200,2,2.0,79.55,5,13.5,15867.0,5
6659,Plot  Area,Ready To Move,Kundalahalli,4 BHK,2500,5,2.0,350.0,5,17.4,15867.0,5
6660,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1186,2,2.0,40.0,5,17.2,15867.0,5
6661,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1039,2,2.0,39.5,5,11.5,13500.0,4
6662,Plot  Area,Ready To Move,Mahalakshmi Puram,4 BHK,1500,5,3.0,233.0,5,11.4,15465.0,4
6663,Plot  Area,Ready To Move,Gottigere,5 BHK,1500,4,1.0,100.0,5,15.2,11000.0,5
6664,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2520,3,2.0,150.0,5,8.3,15465.0,4
6665,Built-up  Area,Ready To Move,Brookefield,2 BHK,1225,2,2.0,66.5,5,15.1,21250.0,5
6666,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,1350,2,2.0,72.0,5,9.6,13625.0,4
6667,Super built-up  Area,Ready To Move,Vittal Mallya Road,2 BHK,1030,2,2.0,300.0,5,15.179954252443338,15867.0,5
6668,Built-up  Area,Ready To Move,Whitefield,3 BHK,1550,2,2.0,49.6,5,17.3,14981.0,5
6669,Super built-up  Area,Ready To Move,Hoodi,3 BHK,1490,3,2.0,79.0,5,13.3,9233.0,5
6670,Super built-up  Area,Ready To Move,Brindavan Nagar,3 BHK,1520,3,2.0,111.0,5,15.179954252443338,15867.0,5
6671,Plot  Area,Ready To Move,Whitefield,4 BHK,4100,4,2.0,550.0,5,17.3,14981.0,5
6672,Built-up  Area,Ready To Move,Dena Bank Colony,3 BHK,1391,2,3.0,64.5,5,15.179954252443338,15867.0,5
6673,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1200,2,2.0,50.0,5,13.0,15465.0,4
6674,Plot  Area,Ready To Move,Kadabagere,4 BHK,1200,4,2.0,86.0,5,26.6,11184.0,6
6675,Plot  Area,Ready To Move,1st Block HBR Layout,5 BHK,2500,6,3.0,500.0,5,15.179954252443338,15867.0,5
6676,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1322,2,2.0,80.0,5,20.8,8500.0,6
6677,Super built-up  Area,19-Dec,Whitefield,3 BHK,2173,3,2.0,128.0,5,17.3,14981.0,5
6678,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1200,2,2.0,75.0,5,17.2,15867.0,5
6679,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,1200,2,2.0,47.0,5,13.5,15867.0,5
6680,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1170,2,2.0,65.0,5,28.6,11184.0,6
6681,Super built-up  Area,17-Dec,NRI Layout,2 BHK,1125,2,2.0,45.56,5,12.8,14833.0,4
6682,Super built-up  Area,18-May,Devanahalli,1 BHK,698,1,0.0,28.57,4,38.7,17302.0,7
6683,Super built-up  Area,Ready To Move,Seetharampalya,2 BHK,1250,2,2.0,90.0,5,13.1,15867.0,5
6684,Super built-up  Area,19-Dec,Chandapura,2 BHK,1025,2,2.0,27.68,5,24.0,11714.0,6
6685,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1075,2,2.0,36.0,5,20.8,8500.0,6
6686,Super built-up  Area,Ready To Move,High grounds,3 BHK,1900,2,2.0,190.0,5,15.179954252443338,15867.0,5
6687,Built-up  Area,Ready To Move,Whitefield,3 BHK,1435,3,2.0,45.0,5,17.3,14981.0,5
6688,Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,1175,2,2.0,64.98,5,20.3,11184.0,6
6689,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,1464,3,2.0,56.0,5,12.1,15465.0,4
6690,Built-up  Area,Ready To Move,Doddabidrakallu,2 BHK,900,2,1.0,33.0,4,15.179954252443338,15867.0,5
6691,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,585,1,1.0,21.0,4,20.3,11184.0,6
6692,Plot  Area,Ready To Move,Jigani,4 BHK,3170,5,2.0,230.0,5,27.7,10740.0,6
6693,Super built-up  Area,18-May,Shanti Nagar,3 BHK,1602,2,1.0,170.0,5,3.7,24842.0,2
6694,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1220,2,2.0,42.0,5,11.5,13500.0,4
6695,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2500,3,3.0,350.0,5,9.6,15465.0,4
6696,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2145,3,3.0,180.0,5,17.2,15867.0,5
6697,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,960,2,3.0,58.0,4,18.8,15867.0,5
6698,Super built-up  Area,Ready To Move,NGR Layout,1 BHK,907,1,1.0,38.0,4,8.6,15465.0,4
6699,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1210,2,1.0,74.0,5,4.7,24842.0,2
6700,Plot  Area,Ready To Move,Kammanahalli,4 BHK,900,4,1.0,150.0,4,7.6,20250.0,3
6701,Super built-up  Area,Ready To Move,Jnana Ganga Nagar,2 BHK,1230,2,2.0,70.0,5,15.179954252443338,15867.0,5
6702,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,1350,2,1.0,75.0,5,10.9,15465.0,4
6703,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1150,2,2.0,58.0,5,21.8,11184.0,6
6704,Super built-up  Area,19-Apr,Sarjapur,3 BHK,1404,2,0.0,53.35,5,17.2,45000.0,5
6705,Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,1050,2,3.0,48.0,5,7.7,17994.0,3
6706,Plot  Area,Ready To Move,Kothanur,8 BHK,1020,10,0.0,155.0,5,11.8,16375.0,4
6707,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1285,2,2.0,56.0,5,20.8,8500.0,6
6708,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1018,2,1.0,50.8,5,11.9,15465.0,4
6709,Plot  Area,Ready To Move,Hoskote,3 BHK,1200,3,2.0,57.0,5,24.7,16000.0,6
6710,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1115,2,2.0,50.0,5,17.2,15867.0,5
6711,Super built-up  Area,Ready To Move,Ejipura,3 BHK,1600,3,3.0,95.0,5,7.5,16833.0,3
6712,Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1480,2,1.0,80.0,5,15.8,15867.0,5
6713,Built-up  Area,Ready To Move,Kodichikkanahalli,5 BHK,2500,7,0.0,125.0,5,11.3,15465.0,4
6714,Built-up  Area,Ready To Move,Kaval Byrasandra,1 BHK,480,1,1.0,25.0,3,8.9,15465.0,4
6715,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1435,3,3.0,53.0,5,13.8,15867.0,5
6716,Built-up  Area,Ready To Move,Lingarajapuram,1 BHK,450,1,2.0,60.0,3,6.0,17994.0,3
6717,Super built-up  Area,Ready To Move,Austin Town,1 BHK,600,2,0.0,23.0,4,2.8,24842.0,2
6718,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1590,2,3.0,85.0,5,7.2,16500.0,3
6720,Built-up  Area,Ready To Move,Nagavara,2 BHK,936,2,0.0,40.2,4,13.2,19333.0,5
6721,Super built-up  Area,Ready To Move,Banashankari,2 BHK,1181,2,1.0,75.0,5,11.2,15107.0,4
6722,Super built-up  Area,18-Apr,Kengeri,3 BHK,1741,3,2.0,80.0,5,22.5,12000.0,6
6723,Super built-up  Area,19-Dec,JP Nagar,3 BHK,1750,3,1.0,123.0,5,9.9,15465.0,4
6724,Super built-up  Area,Ready To Move,Varthur Road,2 BHK,1050,2,2.0,42.7,5,12.2,15465.0,4
6725,Super built-up  Area,17-Dec,Tumkur Road,2 BHK,1027,2,1.0,60.0,5,20.9,11184.0,6
6726,Built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,596,2,1.0,22.0,4,15.179954252443338,15867.0,5
6727,Built-up  Area,Ready To Move,Dollar Scheme Colony,4 BHK,3463,6,0.0,310.0,5,15.179954252443338,15867.0,5
6728,Built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,1600,3,2.0,70.0,5,6.6,17994.0,3
6729,Super built-up  Area,19-Mar,Hebbal,4 BHK,2790,5,3.0,198.0,5,11.1,17340.0,4
6730,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1000,2,1.0,60.0,4,13.3,15867.0,5
6731,Super built-up  Area,18-Apr,Varthur,2 BHK,1120,2,2.0,44.24,5,17.4,9483.0,5
6732,Plot  Area,Ready To Move,Jinkethimmanahalli,2 BHK,1200,2,0.0,85.0,5,15.179954252443338,15867.0,5
6733,Super built-up  Area,18-Jun,Kothnoor Dinne,2 BHK,1200,2,2.0,35.0,5,15.179954252443338,15867.0,5
6734,Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1570,3,2.0,110.0,5,8.6,21278.0,4
6735,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1500,3,1.0,135.0,5,8.3,2117.0,4
6736,Built-up  Area,Ready To Move,Frazer Town,2 BHK,1315,2,2.0,140.0,5,4.0,22500.0,2
6737,Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1140,2,1.0,33.84,5,19.3,11500.0,5
6738,Super built-up  Area,Ready To Move,Banashankari,2 BHK,1105,2,2.0,90.0,5,11.2,15107.0,4
6739,Built-up  Area,18-Dec,Electronic City,2 BHK,1200,2,1.0,34.65,5,18.1,15867.0,5
6740,Super built-up  Area,18-Dec,Whitefield,1 BHK,905,1,1.0,62.0,4,17.3,14981.0,5
6741,Plot  Area,Ready To Move,HSR Layout,4 BHK,2400,4,0.0,350.0,5,10.5,20521.0,4
6742,Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,1185,2,1.0,50.0,5,11.8,9500.0,4
6743,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1083,2,1.0,100.0,5,8.3,2117.0,4
6744,Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1458,3,2.0,60.0,5,16.4,11000.0,5
6745,Super built-up  Area,Ready To Move,Hormavu,3 BHK,1555,3,2.0,75.0,5,11.9,15465.0,4
6746,Built-up  Area,Ready To Move,Devi Nagar,2 BHK,1200,2,2.0,45.0,5,14.0,15867.0,5
6747,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1308,2,1.0,58.86,5,17.2,15867.0,5
6748,Super built-up  Area,Ready To Move,Kudlu,2 BHK,1024,2,2.0,44.0,5,13.4,12500.0,5
6749,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194,2,2.0,47.0,5,14.6,15867.0,5
6750,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1450,3,1.0,75.0,5,47.7,22000.0,7
6751,Super built-up  Area,Ready To Move,Seegehalli,3 BHK,1639,3,3.0,120.0,5,13.9,15867.0,5
6752,Super built-up  Area,19-Jun,Whitefield,3 BHK,1870,3,2.0,138.0,5,17.3,14981.0,5
6753,Super built-up  Area,18-Oct,Hennur Road,2 BHK,1232,2,1.0,87.0,5,14.4,15867.0,5
6754,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1719,3,1.0,184.0,5,15.0,15867.0,5
6755,Super built-up  Area,18-May,Chandapura,2 BHK,975,2,1.0,24.86,4,24.0,11714.0,6
6756,Super built-up  Area,Ready To Move,New Gurappana Palya,3 BHK,2000,4,2.0,130.0,5,8.1,15465.0,4
6757,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1230,2,1.0,79.0,5,12.9,18636.0,4
6758,Plot  Area,Ready To Move,Guddadahalli,4 BHK,1350,4,2.0,140.0,5,15.179954252443338,15867.0,5
6759,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1076,2,2.0,67.0,5,11.9,15465.0,4
6760,Built-up  Area,Ready To Move,Kumaraswami Layout,7 BHK,2400,7,1.0,125.0,5,12.2,15465.0,4
6761,Super built-up  Area,Ready To Move,Vasanthpura,3 BHK,995,2,2.0,34.82,4,15.179954252443338,15867.0,5
6762,Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,2120,3,2.0,177.0,5,15.8,15867.0,5
6763,Plot  Area,Ready To Move,Kasthuri Nagar East Of NGEF,6 BHK,2400,7,2.0,460.0,5,15.179954252443338,15867.0,5
6764,Plot  Area,Ready To Move,Chikka Gowdanapalya.,6 BHK,850,6,2.0,78.0,4,15.179954252443338,15867.0,5
6765,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1096,2,2.0,40.55,5,18.1,15867.0,5
6766,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1108,2,1.0,41.51,5,12.2,15465.0,4
6767,Built-up  Area,Ready To Move,Chamrajpet,1 BHK,505,1,0.0,85.0,4,6.7,15875.0,3
6768,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1320,2,2.0,115.0,5,17.2,15867.0,5
6769,Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,1432,3,0.0,72.02,5,14.5,15867.0,5
6770,Super built-up  Area,18-Feb,Whitefield,2 BHK,1320,2,1.0,99.26,5,17.3,14981.0,5
6771,Super built-up  Area,Ready To Move,Whitefield,3 BHK,2901,4,2.0,190.0,5,17.3,14981.0,5
6772,Built-up  Area,Ready To Move,GM Palaya,3 BHK,1315,2,2.0,65.0,5,7.9,17994.0,3
6773,Super built-up  Area,Ready To Move,VGP Layout,2 BHK,1000,2,1.0,44.0,4,12.9,15465.0,4
6774,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,1596,3,3.0,79.8,5,13.4,14000.0,5
6775,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1750,3,2.0,130.0,5,18.8,15867.0,5
6776,Plot  Area,Ready To Move,Whitefield,4 BHK,2403,4,2.0,270.0,5,17.3,14981.0,5
6777,Super built-up  Area,20-Dec,Old Madras Road,3 BHK,1350,3,2.0,47.25,5,4.7,24842.0,2
6778,Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,4062,4,2.0,341.0,5,4.7,24842.0,2
6779,Super built-up  Area,18-Jul,"TR Mill Road, Chamarajpet",2 BHK,1175,2,2.0,79.0,5,15.179954252443338,15867.0,5
6780,Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,921,2,1.0,29.47,4,17.1,21711.0,5
6781,Built-up  Area,Ready To Move,Malleshwaram,4 BHK,4000,4,2.0,1100.0,5,8.3,15465.0,4
6782,Super built-up  Area,Ready To Move,Sultan Palaya,3 BHK,1713,3,3.0,125.0,5,8.4,15465.0,4
6783,Built-up  Area,Ready To Move,Ittamadu,2 BHK,1200,2,0.0,43.0,5,11.0,15465.0,4
6784,Built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1900,4,1.0,90.0,5,14.5,15867.0,5
6785,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1664,3,2.0,68.0,5,11.8,9500.0,4
6786,Super built-up  Area,19-Dec,Binny Pete,3 BHK,1795,3,2.0,139.0,5,8.6,15465.0,4
6787,Built-up  Area,Ready To Move,Kereguddadahalli,1 BHK,600,1,1.0,19.5,4,19.4,15867.0,5
6788,Built-up  Area,Ready To Move,Hoodi,2 BHK,1240,2,3.0,65.0,5,13.3,9233.0,5
6789,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1965,4,2.0,132.0,5,13.7,15867.0,5
6790,Plot  Area,Ready To Move,Vishveshwarya Layout,3 BHK,600,4,0.0,99.0,4,15.4,15867.0,5
6791,Plot  Area,Ready To Move,Sarjapur,4 BHK,4111,4,1.0,370.0,5,17.2,45000.0,5
6792,Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,1200,2,2.0,59.76,5,20.3,11184.0,6
6793,Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,1112,2,3.0,68.0,5,8.6,15465.0,4
6794,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3000,3,2.0,60.0,5,15.3,15867.0,5
6795,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1136,2,3.0,64.5,5,10.3,15465.0,4
6796,Super built-up  Area,Ready To Move,Jigani,2 BHK,914,2,2.0,55.0,4,27.7,10740.0,6
6797,Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,1270,2,1.0,50.79,5,10.3,15465.0,4
6798,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050,2,2.0,47.25,5,13.0,15465.0,4
6799,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1385,2,2.0,68.5,5,10.9,16620.0,4
6800,Super built-up  Area,Ready To Move,Medahalli,2 BHK,990,2,3.0,35.0,4,14.7,12333.0,5
6801,Built-up  Area,Ready To Move,Yelahanka,2 BHK,845,2,2.0,43.0,4,20.8,8500.0,6
6802,Super built-up  Area,20-Sep,Whitefield,2 BHK,1485,2,1.0,96.51,5,17.3,14981.0,5
6803,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1460,2,3.0,43.79,5,47.7,22000.0,7
6804,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1450,2,1.0,57.0,5,11.5,13500.0,4
6805,Built-up  Area,Ready To Move,HSR Layout,3 BHK,1360,2,1.0,53.0,5,10.5,20521.0,4
6806,Built-up  Area,Ready To Move,Singasandra,2 BHK,1375,2,3.0,58.0,5,12.8,14357.0,4
6807,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125,2,1.0,48.0,5,12.9,19750.0,4
6808,Super built-up  Area,Ready To Move,Banashankari,1 BHK,720,1,1.0,60.0,4,11.2,15107.0,4
6809,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1460,2,2.0,100.0,5,11.0,15465.0,4
6810,Built-up  Area,Ready To Move,Green View Layout,2 BHK,1107,2,2.0,40.0,5,18.1,15867.0,5
6811,Built-up  Area,Ready To Move,Maruthi Nagar,2 BHK,1158,2,3.0,75.0,5,6.7,17994.0,3
6812,Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,800,1,1.0,30.0,4,11.5,15465.0,4
6813,Plot  Area,Ready To Move,Sector 2 HSR Layout,9 BHK,600,9,3.0,90.0,4,6.6,17994.0,3
6814,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1760,3,2.0,128.0,5,15.3,15867.0,5
6815,Plot  Area,Ready To Move,Nandi Hills,4 BHK,3200,4,2.0,200.0,5,15.179954252443338,15867.0,5
6816,Plot  Area,17-Dec,HAL 2nd Stage,2 BHK,600,3,2.0,145.0,4,5.6,17994.0,3
6817,Built-up  Area,Ready To Move,TC Palaya,3 BHK,1350,3,1.0,60.0,5,12.2,15465.0,4
6818,Plot  Area,Ready To Move,Giri Nagar,6 BHK,600,6,3.0,100.0,4,10.2,15465.0,4
