,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,dist_from_city
1650,1650,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Soe 2Sa,1116,2.0,3.0,17.3
1651,1651,Plot  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,Unknown,2000,3.0,1.0,5.1
1652,1652,Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,17.2
1653,1653,Super built-up  Area,Ready To Move,Hessarghatta,2 BHK,StwarSi,1062,2.0,1.0,34.3
1654,1654,Super built-up  Area,Ready To Move, Mysore Highway,1 BHK,Unknown,700,1.0,1.0,17.5
1655,1655,Super built-up  Area,19-Dec,JP Nagar,2 BHK,Shestut,1405,2.0,1.0,9.9
1656,1656,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Unknown,1100,2.0,2.0,19.6
1657,1657,Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,Theanmp,2153,4.0,3.0,34.6
1658,1658,Plot  Area,Ready To Move,Kammagondahalli,3 Bedroom,Unknown,1200,3.0,2.0,19.0
1659,1659,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,3.1
1660,1660,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,12.9
1661,1661,Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,Unknown,1350,2.0,2.0,17.7
1662,1662,Built-up  Area,Ready To Move,Pai Layout,2 BHK,Unknown,1068,2.0,3.0,7.1
1663,1663,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prianhi,940,2.0,1.0,19.6
1664,1664,Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2.0,1.0,15.7
1665,1665,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1382,2.0,2.0,15.1
1666,1666,Super built-up  Area,Ready To Move,Harlur,2 BHK,Unknown,936,2.0,1.0,16.1
1667,1667,Super built-up  Area,Ready To Move,KR Puram,3 BHK,RaiewLa,1400,2.0,3.0,11.9
1668,1668,Super built-up  Area,20-Aug,Sarjapur  Road,1 BHK,Ahciace,475,1.0,1.0,17.2
1669,1669,Super built-up  Area,Ready To Move,LIC Colony,2 BHK,Unknown,1200,2.0,1.0,
1670,1670,Super built-up  Area,Ready To Move,Glass Factory Layout,3 BHK,VMlet C,1450,3.0,3.0,22.5
1671,1671,Super built-up  Area,Ready To Move,Kudlu,2 BHK,GKityel,1162,2.0,1.0,13.4
1672,1672,Super built-up  Area,18-Dec,Hosa Road,2 BHK,Mahesr ,1161,2.0,1.0,15.7
1673,1673,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1623.29,2.0,2.0,16.9
1674,1674,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Keorai ,1260,2.0,1.0,15.1
1675,1675,Plot  Area,Ready To Move,Billekahalli,4 Bedroom,Raony C,1672,3.0,2.0,10.6
1676,1676,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Akone R,3000,4.0,2.0,13.9
1677,1677,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vauna F,1500,2.0,0.0,6.8
1678,1678,Super built-up  Area,20-Jun,Budigere,1 BHK,Brstaue,650 - 760,1.0,0.0,30.9
1679,1679,Plot  Area,Ready To Move,Gaurava Nagar,5 Bedroom,Unknown,1650,6.0,1.5947635795232513,
1680,1680,Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,Saent G,2000,3.0,3.0,11.5
1681,1681,Plot  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,Unknown,1675,1.0,0.0,8.4
1682,1682,Plot  Area,Ready To Move,Electronic City,3 Bedroom,EmrchAn,1200,3.0,2.0,18.1
1683,1683,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Unknown,1100,2.0,2.0,17.0
1684,1684,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Salesni,1400,2.0,3.0,17.3
1685,1685,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,3.0,2.0,15.4
1686,1686,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,30.9
1687,1687,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ceiti I,1197,2.0,1.0,17.2
1688,1688,Super built-up  Area,Ready To Move,Siddapura,2 BHK,Vidgema,1150,2.0,2.0,15.9
1689,1689,Super built-up  Area,20-Dec,Akshayanagara East,1 BHK,Unknown,595,1.0,1.0,14.0
1690,1690,Super built-up  Area,21-Jul,Hoodi,3 BHK,GoAirej,1837,3.0,1.0,13.3
1691,1691,Plot  Area,Ready To Move,Kumbalgodu,4 Bedroom,Unknown,3750,4.0,1.5947635795232513,
1692,1692,Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830,3.0,3.0,12.9
1693,1693,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1715,3.0,3.0,16.9
1694,1694,Super built-up  Area,Ready To Move,Electronic City,2 BHK,MancyEl,970,2.0,1.0,18.1
1695,1695,Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,Unknown,1200,3.0,2.0,13.4
1696,1696,Built-up  Area,Ready To Move,NRI Layout,4 Bedroom,Unknown,2700,5.0,1.0,12.8
1697,1697,Plot  Area,Ready To Move,Siddapura,3 Bedroom,PrstaLa,5480,4.0,2.0,15.9
1698,1698,Built-up  Area,Ready To Move,Vidyaranyapura,4 BHK,Unknown,2400,5.0,1.0,18.0
1699,1699,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Nauha G,3040,4.0,2.0,17.2
1700,1700,Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,15.3
1701,1701,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,10.8
1702,1702,Built-up  Area,Ready To Move,Mallappa Layout,3 BHK,Keort F,1500,3.0,2.0,
1703,1703,Plot  Area,Ready To Move,Kumaraswami Layout,2 Bedroom,Unknown,600,2.0,1.0,12.2
1704,1704,Plot  Area,Ready To Move,5th Phase JP Nagar,8 Bedroom,Unknown,1200,7.0,3.0,10.9
1705,1705,Super built-up  Area,18-Dec,ITPL,2 BHK,Unknown,850,2.0,1.0,15.4
1706,1706,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Apise P,935,2.0,2.0,11.7
1707,1707,Plot  Area,Ready To Move,Ullal Road,5 Bedroom,Unknown,1200,5.0,1.0,
1708,1708,Super built-up  Area,18-Apr,Doddaballapur,1 BHK,Unknown,654,1.0,1.0,46.3
1709,1709,Built-up  Area,Ready To Move,Domlur,3 BHK,Prandm ,1650,3.0,1.0,5.4
1710,1710,Plot  Area,Ready To Move,Dodsworth Layout,3 Bedroom,Prleaou,5656,5.0,0.0,18.7
1711,1711,Super built-up  Area,Ready To Move,Vinayak Nagar,2 BHK,SLayaer,1300,2.0,1.0,
1712,1712,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,32.9
1713,1713,Super built-up  Area,18-May,Silk Board,3 BHK,Unknown,1250,3.0,2.0,7.8
1714,1714,Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,Unknown,1072,2.0,1.0,14.3
1715,1715,Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,Siuntar,1425,2.0,2.0,
1716,1716,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sencys ,1165,1.0,0.0,12.9
1717,1717,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Unknown,1390,2.0,2.0,9.6
1718,1718,Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Rahidhi,1510,3.0,2.0,13.5
1719,1719,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,G conTh,1305,2.0,2.0,11.5
1720,1720,Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,Unknown,1200,6.0,2.0,18.0
1721,1721,Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Vitat H,866,2.0,2.0,15.8
1722,1722,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1231,2.0,1.0,15.0
1723,1723,Super built-up  Area,Ready To Move,Sompura,3 BHK,Unknown,1360,2.0,3.0,26.5
1724,1724,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2500,3.0,3.0,13.4
1725,1725,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1140,2.0,3.0,17.3
1726,1726,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.5
1727,1727,Super built-up  Area,19-Sep,Whitefield,2 BHK,Unknown,1295,2.0,1.0,17.3
1728,1728,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Unknown,1020,2.0,2.0,11.9
1729,1729,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,3504,4.0,1.5947635795232513,9.9
1730,1730,Plot  Area,Ready To Move,Sidedahalli,2 Bedroom,Unknown,1200,1.0,0.0,19.7
1731,1731,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,DSestil,1100,2.0,1.0,18.0
1732,1732,Plot  Area,19-Dec,Bannerghatta Road,4 Bedroom,Putere ,4723,4.0,3.0,18.8
1733,1733,Super built-up  Area,Ready To Move,Kothannur,2 BHK,Unknown,820,2.0,2.0,11.8
1734,1734,Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3508,4.0,1.0,17.2
1735,1735,Plot  Area,Ready To Move,Versova Layout,4 Bedroom,Unknown,3700,4.0,2.0,
1736,1736,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Ajresre,1354,2.0,2.0,13.5
1737,1737,Super built-up  Area,Ready To Move,Basavangudi,4 BHK,Bousey ,2453,3.0,2.0,7.1
1738,1738,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,Unknown,1154,2.0,1.0,11.9
1739,1739,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Unknown,1680,2.0,3.0,11.0
1740,1740,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1205,2.0,2.0,20.3
1741,1741,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Unknown,1400,2.0,2.0,15.3
1742,1742,Carpet  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,1625,3.0,1.0,4.2
1743,1743,Built-up  Area,Ready To Move,Electronic City,3 Bedroom,Unknown,1500,3.0,1.0,18.1
1744,1744,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520,2.0,3.0,18.8
1745,1745,Built-up  Area,Ready To Move,3rd Stage Raja Rajeshwari Nagar,2 BHK,Unknown,1300,3.0,1.0,
1746,1746,Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,Unknown,1150,2.0,2.0,10.4
1747,1747,Super built-up  Area,18-Apr,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,18.7
1748,1748,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,30.9
1749,1749,Super built-up  Area,Ready To Move,Yelahanka,4 BHK,LedorSa,2650,4.0,1.0,20.8
1750,1750,Super built-up  Area,Ready To Move,Sompura,3 BHK,SSityri,1350,2.0,2.0,26.5
1751,1751,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Raony C,950,2.0,2.0,10.6
1752,1752,Super built-up  Area,Ready To Move,Jakkur,3 BHK,Leero C,3295,3.0,3.0,12.9
1753,1753,Super built-up  Area,Ready To Move,Coconut Grove Layout,3 BHK,Keleti ,1515,3.0,3.0,10.2
1754,1754,Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Vincy R,1100,2.0,2.0,20.4
1755,1755,Super built-up  Area,Ready To Move,Byrasandra,2 BHK,Unknown,1250,2.0,2.0,8.0
1756,1756,Built-up  Area,Ready To Move,HBR Layout,2 Bedroom,Unknown,1200,2.0,0.0,8.8
1757,1757,Super built-up  Area,Ready To Move,5th Phase JP Nagar,7 BHK,Unknown,2500,8.0,3.0,10.9
1758,1758,Plot  Area,Ready To Move,Hoskote,4 Bedroom,Unknown,1200,4.0,2.0,24.7
1759,1759,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1355,2.0,2.0,20.8
1760,1760,Super built-up  Area,18-May,Dominic Layout,3 BHK,Unknown,1115,3.0,1.0,
1761,1761,Super built-up  Area,18-Apr,8th Phase JP Nagar,3 BHK,Unknown,1275,3.0,2.0,14.5
1762,1762,Super built-up  Area,19-Sep,Padmanabhanagar,3 BHK,SollyCl,2051,3.0,2.0,11.3
1763,1763,Super built-up  Area,Ready To Move,BTM Layout,3 BHK,MRsicla,1470,2.0,2.0,7.7
1764,1764,Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,VaantPl,1550,2.0,3.0,
1765,1765,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1270,2.0,1.0,18.8
1766,1766,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,2.0,15.3
1767,1767,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1600,3.0,3.0,13.4
1768,1768,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,ACiteda,1320,2.0,2.0,11.8
1769,1769,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,2505,3.0,1.5947635795232513,18.6
1770,1770,Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh ,1410,2.0,1.0,15.8
1771,1771,Super built-up  Area,Ready To Move,Whitefield,2 BHK,DNlleks,1200,2.0,3.0,17.3
1772,1772,Super built-up  Area,18-Oct,Chennammana Kere,3 BHK,Unknown,1705,2.0,1.0,9.7
1773,1773,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,995,2.0,1.0,18.1
1774,1774,Built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Unknown,1081,2.0,1.0,9.9
1775,1775,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,14.6
1776,1776,Super built-up  Area,18-Dec,Sonnenahalli,1 BHK,Skacak ,605,1.0,1.0,16.8
1777,1777,Built-up  Area,Ready To Move,Yelahanka,1 BHK,Ardanru,567,1.0,1.0,20.8
1778,1778,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Unknown,1718,3.0,2.0,9.6
1779,1779,Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,Brens7 ,1400 - 1421,2.0,0.0,14.9
1780,1780,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,Unknown,600,5.0,1.0,15.2
1781,1781,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1715,3.0,2.0,16.9
1782,1782,Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,Unknown,3206,5.0,1.5947635795232513,46.3
1783,1783,Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,1500,4.0,1.5947635795232513,17.4
1784,1784,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Esave E,1846,3.0,2.0,18.8
1785,1785,Plot  Area,Ready To Move,Coconut Garden,3 Bedroom,Unknown,600,3.0,1.0,
1786,1786,Super built-up  Area,Ready To Move,Whitefield,2 BHK,AHodsWo,1015,2.0,3.0,17.3
1787,1787,Plot  Area,Ready To Move,Dollars Colony,4 Bedroom,Unknown,4350,8.0,1.5947635795232513,11.5
1788,1788,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1100,2.0,1.0,11.5
1789,1789,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1965,4.0,2.0,11.5
1790,1790,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,Unknown,1021,2.0,2.0,8.6
1791,1791,Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1230,2.0,1.0,14.9
1792,1792,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Unknown,1260,2.0,2.0,12.9
1793,1793,Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,Unknown,2400,4.0,1.0,3.7
1794,1794,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1894,4.0,1.0,21.4
1795,1795,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,Unknown,1500,4.0,2.0,15.2
1796,1796,Super built-up  Area,20-Jun,Jakkur,3 BHK,SoineC ,1950,3.0,2.0,12.9
1797,1797,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NDpalSe,1231,2.0,3.0,6.6
1798,1798,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1236,2.0,1.0,10.3
1799,1799,Built-up  Area,Ready To Move,R.T. Nagar,4 BHK,Unknown,1800,3.0,0.0,9.7
1800,1800,Super built-up  Area,Ready To Move,KAMAKIYA,3 BHK,Unknown,1650,3.0,2.0,
1801,1801,Plot  Area,Ready To Move,Kirloskar Layout,5 Bedroom,Unknown,750,3.0,1.0,19.0
1802,1802,Super built-up  Area,Ready To Move,Begur,3 BHK,Arera V,1443,2.0,2.0,12.9
1803,1803,Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,Unknown,886,4.0,2.0,11.7
1804,1804,Super built-up  Area,Ready To Move,Wheelers Road,2 BHK,Unknown,925,2.0,1.0,
1805,1805,Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1305,3.0,1.0,24.0
1806,1806,Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,Unknown,1190,2.0,2.0,13.5
1807,1807,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Unknown,1284,2.0,2.0,12.9
1808,1808,Plot  Area,Ready To Move,MM Layout,4 Bedroom,Unknown,350,3.0,1.0,
1809,1809,Plot  Area,Ready To Move,Palace Guttahalli,3 Bedroom,Unknown,875,3.0,1.0,
1810,1810,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,Unknown,1325,2.0,1.0,12.1
1811,1811,Plot  Area,Ready To Move,Sector 6 HSR Layout,6 Bedroom,Unknown,2400,5.0,2.0,8.6
1812,1812,Super built-up  Area,18-Jun,Kudlu Gate,2 BHK,Sanzaat,1183,2.0,1.0,11.8
1813,1813,Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3 BHK,Almid P,1750,3.0,2.0,15.9
1814,1814,Super built-up  Area,Ready To Move,Nagashetty Halli,4 BHK,Unknown,16335,4.0,2.0,11.3
1815,1815,Super built-up  Area,Ready To Move,Doddagubbi,1 BHK,Unknown,747,1.0,2.0,15.6
1816,1816,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1342,2.0,1.0,18.1
1817,1817,Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2.0,1.0,12.8
1818,1818,Super built-up  Area,Ready To Move,Devarabeesana Halli,3 BHK,Thionav,1738,3.0,2.0,
1819,1819,Super built-up  Area,Ready To Move,Brookefield,2 BHK,CidgeKn,1206,2.0,1.5947635795232513,15.1
1820,1820,Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,4.0,3.0,11.1
1821,1821,Super built-up  Area,18-Mar,Hebbal,2 BHK,Unknown,1162,2.0,1.0,11.1
1822,1822,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Unknown,1194,2.0,2.0,14.6
1823,1823,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1857,4.0,3.0,17.2
1824,1824,Built-up  Area,Ready To Move,Kattigenahalli,6 Bedroom,Unknown,3500,6.0,1.5947635795232513,21.0
1825,1825,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763,3.0,2.0,9.6
1826,1826,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Unknown,1150,2.0,1.0,12.9
1827,1827,Plot  Area,Ready To Move,Koramangala,4 Bedroom,Unknown,2400,5.0,3.0,8.3
1828,1828,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,V2avei ,1290,2.0,2.0,12.1
1829,1829,Built-up  Area,Ready To Move,Thubarahalli,4 BHK,VincyRe,3408,5.0,1.5947635795232513,13.5
1830,1830,Built-up  Area,Ready To Move,HBR Layout,2 Bedroom,Unknown,900,2.0,1.0,8.8
1831,1831,Built-up  Area,Ready To Move,Sanjay nagar,2 BHK,Unknown,1150,2.0,0.0,10.6
1832,1832,Plot  Area,Ready To Move,Banashankari,3 Bedroom,Unknown,1040,2.0,1.0,11.2
1833,1833,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1160,2.0,2.0,13.4
1834,1834,Super built-up  Area,Ready To Move,Soundarya Layout,2 BHK,Unknown,900,2.0,2.0,
1835,1835,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat ,1750,3.0,1.0,17.2
1836,1836,Built-up  Area,18-Dec,Electronic City,3 BHK,Unknown,1320,2.0,1.0,18.1
1837,1837,Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2240,4.0,2.0,21.4
1838,1838,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shaceop,891,2.0,1.0,20.3
1839,1839,Plot  Area,Ready To Move,Udaya Nagar,5 Bedroom,Unknown,1000,4.0,3.0,8.8
1840,1840,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,3.0,2.0,18.9
1841,1841,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323,2.0,1.0,24.0
1842,1842,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,17.5
1843,1843,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Unknown,1370,2.0,2.0,11.9
1844,1844,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Unknown,1385,2.0,2.0,12.9
1845,1845,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,1129,2.0,1.0,22.7
1846,1846,Super built-up  Area,Ready To Move,Mahalakshmi Layout,3 BHK,Asmosz ,1876,3.0,1.0,11.4
1847,1847,Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 BHK,Soosea ,1720,3.0,1.0,16.6
1848,1848,Plot  Area,Ready To Move,Jalahalli East,4 Bedroom,Unknown,1200,4.0,1.0,15.8
1849,1849,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175,2.0,2.0,28.6
1850,1850,Super built-up  Area,Ready To Move,Nagawara Junction,1 BHK,Unknown,500,1.0,2.0,10.0
1851,1851,Plot  Area,Ready To Move,Dasappa Layout,5 Bedroom,Unknown,1200,5.0,2.0,
1852,1852,Built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,Unknown,1200,1.0,0.0,19.3
1853,1853,Super built-up  Area,19-Jan,Hosa Road,3 BHK,Sosisic,1893,3.0,2.0,15.7
1854,1854,Super built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1430,3.0,2.0,17.3
1855,1855,Built-up  Area,Ready To Move,Green View Layout,2 BHK,DSeme S,850,2.0,2.0,18.1
1856,1856,Super built-up  Area,17-Mar,CV Raman Nagar,2 BHK,Pu270a ,1392,2.0,1.0,7.2
1857,1857,Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,GolusLi,1938,3.0,3.0,26.5
1858,1858,Super built-up  Area,18-Oct,Chennammanakere Achukattu,2 BHK,Unknown,1020,2.0,2.0,
1859,1859,Plot  Area,Ready To Move,"beml layout, basaveshwara nagar",3 Bedroom,Unknown,2400,2.0,1.0,
1860,1860,Super built-up  Area,Ready To Move,HBR Layout,3 BHK,Giersin,1832,3.0,2.0,8.8
1861,1861,Super built-up  Area,Ready To Move,Konanakunte,3 BHK,Unknown,1423,2.0,2.0,13.8
1862,1862,Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1432,2.0,1.0,12.9
1863,1863,Plot  Area,Ready To Move,2nd Block Hrbr Layout,4 Bedroom,Unknown,1350,4.0,3.0,7.3
1864,1864,Plot  Area,Ready To Move,BTM 2nd Stage,8 Bedroom,Unknown,1500,6.0,0.0,10.0
1865,1865,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Unknown,1480,3.0,2.0,7.2
1866,1866,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,26.5
1867,1867,Plot  Area,Ready To Move,Lingarajapuram,3 Bedroom,Unknown,760,4.0,2.0,6.0
1868,1868,Super built-up  Area,18-Dec,Hulimavu,3 BHK,NiarkHy,1916,2.0,1.0,15.0
1869,1869,Super built-up  Area,Ready To Move,Hennur,2 BHK,Unknown,1255,2.0,1.0,10.0
1870,1870,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Unknown,1160,2.0,2.0,15.2
1871,1871,Super built-up  Area,18-Jun,Old Madras Road,2 BHK,Brica E,2640,2.0,1.0,4.7
1872,1872,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Maoseer,1160,2.0,3.0,9.6
1873,1873,Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,1.0,13.3
1874,1874,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Unknown,1100,2.0,1.0,11.0
1875,1875,Carpet  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1500,3.0,3.0,15.4
1876,1876,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,MJtroty,1336,2.0,3.0,19.3
1877,1877,Built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1065,2.0,1.0,16.8
1878,1878,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294,2.0,1.0,11.1
1879,1879,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550,3.0,2.0,13.0
1880,1880,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,17.3
1881,1881,Super built-up  Area,Ready To Move,Bank Of Baroda Colony,2 BHK,Unknown,1005,2.0,2.0,11.4
1882,1882,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1430,2.0,1.0,11.0
1883,1883,Super built-up  Area,18-Dec,Frazer Town,4 BHK,Emsisy ,4100,4.0,3.0,4.0
1884,1884,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660,3.0,2.0,13.3
1885,1885,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,3.0,11.5
1886,1886,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSreerk,1470,2.0,1.0,14.4
1887,1887,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Vaniai ,1045,2.0,1.0,16.6
1888,1888,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4000 - 4450,6.0,0.0,11.1
1889,1889,Built-up  Area,Ready To Move,Anjanapura,2 BHK,ACopsva,950,2.0,0.0,18.2
1890,1890,Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1382,3.0,1.0,19.6
1891,1891,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Unknown,930,2.0,2.0,10.0
1892,1892,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSndsod,1660,2.0,2.0,17.2
1893,1893,Super built-up  Area,Ready To Move,Vijinapura,2 BHK,Vadidpl,1290,2.0,2.0,
1894,1894,Built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1010,2.0,1.0,17.3
